date,route_id,route_status,origin_country,destination_country,shipping_method,trade_route_type,distance_km,estimated_transit_days,shipping_delay_days,port_congestion_index,container_availability_index,weather_disruption_score,geopolitical_risk_score,trade_volume_tonnes,freight_cost_usd,carbon_emissions_tonnes,origin_active_event_count,origin_active_event_risk,destination_active_event_count,destination_active_event_risk,covid_supply_shock_active,russia_ukraine_war_active,events_warmup,fuel_cost_index,commodity_price_index,natural_gas_price,steel_price,wheat_price,copper_price,origin_region,origin_event_region,origin_income_group,origin_port_capacity_index,origin_logistics_performance_index,origin_trade_dependency_score,origin_gdp_per_capita,origin_population,origin_iso3,destination_region,destination_event_region,destination_income_group,destination_port_capacity_index,destination_logistics_performance_index,destination_trade_dependency_score,destination_gdp_per_capita,destination_population,destination_iso3
05/08/2016,R1,Normal,India,United States,Rail,Consumer Goods,8746,19,3.65,18.53,85.89,26.68,28.22,10123.99,4498.55,4427.22,66,1595.71,77,1820.05,0,0,0,61.81,67.51,3.163066511,596.4750611,242.521005,7786.237927,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
05/15/2016,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,11.31,90.79,75.09,16.45,49.83,8850.29,4739.92,3870.23,68,1648.46,77,1791.81,0,0,0,67.69,41.5,2.374443212,624.3250822,218.9721255,6666.409892,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
05/22/2016,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,8.31,33.07,52.12,79.37,95.76,6143.62,4561.87,2686.61,68,1641.69,74,1638.41,0,0,0,59.82,50.96,3.46201351,603.2237207,184.5393506,7439.253172,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
05/29/2016,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,11.4,71.75,78.47,90.23,43.05,9249.68,4743.74,4044.89,67,1647.72,75,1637.38,0,0,0,67.82,57.92,2.907548932,501.2266717,245.23843,7299.057632,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
06/05/2016,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,6.52,29.85,87.17,97.41,25.66,10274.9,4332.25,4493.21,66,1650.52,80,1741.47,0,0,0,46.9,24.57,2.73863849,553.0332303,201.885354,7084.190921,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
06/12/2016,R1,Normal,India,United States,Rail,Consumer Goods,8746,19,4.23,23.18,91.1,34.55,17.8,10737.73,4544.56,4695.61,69,1725.44,83,1762.84,0,0,0,64.11,60.32,3.524504613,592.7956222,206.9246732,7527.586145,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
06/19/2016,R1,Normal,India,United States,Rail,Consumer Goods,8746,19,0.0,12.55,92.73,31.35,14.53,10930.39,4404.93,4779.86,69,1689.9,83,1794.31,0,0,0,60.44,32.68,2.647828155,539.5152629,208.0867741,7111.631642,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
06/26/2016,R1,Normal,India,United States,Rail,Consumer Goods,8746,19,3.4,46.55,91.96,96.02,16.09,10839.0,4443.94,4739.89,69,1675.01,79,1718.2,0,0,0,58.5,50.58,2.295769352,629.9964365,247.4887619,7116.747759,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
07/03/2016,R1,Normal,India,United States,Rail,Consumer Goods,8746,19,4.17,73.24,92.61,8.84,14.77,10916.32,4488.6,4773.7,69,1641.65,80,1766.17,0,0,0,60.46,36.68,2.221685413,676.5375416,177.2865157,6984.063804,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
07/10/2016,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,6.53,68.43,90.05,40.17,19.89,10614.62,4379.94,4641.77,70,1672.62,82,1697.65,0,0,0,50.06,66.1,3.303004976,660.9380926,282.7549707,7367.070665,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
07/17/2016,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,8.88,3.34,56.12,38.23,87.77,6614.4,4559.56,2892.48,70,1662.63,81,1699.64,0,0,0,58.9,49.07,2.359785324,589.3278565,241.1211362,7328.94077,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
07/24/2016,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,6.83,65.28,81.21,91.69,37.57,9572.54,4561.71,4186.07,70,1690.66,88,1860.24,0,0,0,61.79,60.83,3.877397091,674.5363068,224.4647783,6812.296814,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
07/31/2016,R1,Normal,India,United States,Rail,Consumer Goods,8746,19,4.16,36.03,71.63,61.95,56.73,8443.54,4592.51,3692.36,67,1557.07,87,1851.81,0,0,0,67.39,36.39,1.959035296,607.4333729,218.90212,6604.225842,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
08/07/2016,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,5.22,49.64,90.49,78.01,19.01,10666.39,4464.02,4664.41,66,1477.56,84,1838.87,0,0,0,57.41,48.5,3.848228184,583.1457014,225.7110815,6939.105809,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
08/14/2016,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,7.89,85.32,72.06,89.18,55.88,8493.56,4495.62,3714.23,66,1458.72,86,1832.91,0,0,0,55.96,36.93,3.105508734,569.3298668,230.4224486,6759.988431,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
08/21/2016,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,6.87,87.12,62.43,83.19,75.15,7358.12,4498.2,3217.71,70,1512.92,83,1779.85,0,0,0,57.49,43.48,2.951643444,584.8765157,232.9043117,6980.942628,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
08/28/2016,R1,Normal,India,United States,Rail,Consumer Goods,8746,19,4.17,16.19,98.24,47.24,3.52,11579.57,4550.44,5063.75,71,1547.58,82,1800.25,0,0,0,64.58,56.07,2.727540457,580.5911591,231.1120893,7371.23144,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
09/04/2016,R1,Normal,India,United States,Rail,Consumer Goods,8746,19,3.93,18.65,58.52,81.06,82.96,6898.01,4501.57,3016.5,67,1463.22,86,1904.45,0,0,0,61.64,49.3,3.199568057,608.5208111,221.7916136,6862.809503,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
09/11/2016,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,9.5,56.98,61.89,62.53,76.23,7294.49,4548.68,3189.88,67,1440.4,83,1825.59,0,0,0,57.35,41.53,2.981182649,608.0286991,216.0532316,6987.152986,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
09/18/2016,R1,Normal,India,United States,Rail,Consumer Goods,8746,19,1.92,17.95,68.83,24.04,62.34,8113.26,4475.3,3547.93,69,1539.66,82,1824.85,0,0,0,62.57,54.54,3.551650941,600.152301,216.9745343,7017.40682,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
09/25/2016,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,7.68,71.44,74.28,26.93,51.45,8754.88,4559.31,3828.51,72,1618.74,83,1845.75,0,0,0,60.49,54.44,3.057113824,621.8469085,216.1018344,7254.529265,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
10/02/2016,R1,Normal,India,United States,Rail,Consumer Goods,8746,19,3.4,6.67,80.0,13.82,39.99,9430.09,4539.09,4123.78,71,1582.36,81,1783.28,0,0,0,64.84,57.64,3.075150881,659.5323137,242.6754019,6325.9332,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
10/09/2016,R1,Normal,India,United States,Rail,Consumer Goods,8746,19,2.59,88.62,98.26,71.67,3.48,11581.94,4397.57,5064.78,68,1549.74,81,1764.34,0,0,0,56.49,44.6,2.818193894,647.4777068,231.8711344,6817.989912,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
10/16/2016,R1,Normal,India,United States,Rail,Consumer Goods,8746,19,4.1,9.71,82.31,1.77,35.37,9702.31,4455.79,4242.82,67,1550.95,76,1645.83,0,0,0,58.36,27.96,2.971527188,525.7551016,161.1922273,7063.385108,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
10/23/2016,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,5.3,15.48,86.4,95.38,27.2,10184.1,4475.01,4453.51,69,1580.11,69,1501.08,0,0,0,58.04,49.27,3.153900884,472.3039433,233.1180155,7360.023687,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
10/30/2016,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,5.98,61.59,78.2,26.22,43.6,9217.24,4408.27,4030.7,71,1640.82,70,1527.47,0,0,0,52.68,33.58,2.144915804,646.7159956,223.8947239,6852.429266,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
11/06/2016,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,8.15,0.8,50.16,85.83,99.68,5912.5,4583.55,2585.53,72,1696.24,73,1640.48,0,0,0,61.48,23.9,2.325907289,531.6560651,219.6258249,6437.034188,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
11/13/2016,R1,Normal,India,United States,Rail,Consumer Goods,8746,19,4.66,54.98,84.96,69.74,30.08,10014.39,4511.18,4379.29,74,1715.24,72,1634.14,0,0,0,61.31,52.14,3.371632047,588.7617299,212.2296309,7185.913434,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
11/20/2016,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,5.12,43.04,84.96,85.54,30.07,10014.82,4501.26,4379.48,71,1611.09,74,1680.98,0,0,0,60.03,42.65,3.085432719,541.4943487,242.4822544,6809.391283,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
11/27/2016,R1,Normal,India,United States,Rail,Consumer Goods,8746,19,4.73,25.28,78.26,20.5,43.49,9224.03,4475.47,4033.67,72,1635.7,76,1720.16,0,0,0,58.83,33.96,2.908008332,509.9009781,238.9505292,6643.100002,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
12/04/2016,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,6.39,99.18,69.99,2.03,60.02,8250.01,4420.08,3607.73,76,1756.29,80,1763.98,0,0,0,52.92,33.13,3.009216967,627.0731364,204.5424466,6812.696383,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
12/11/2016,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,5.61,83.38,70.33,3.44,59.35,8289.46,4479.03,3624.98,75,1718.11,79,1750.79,0,0,0,57.9,52.4,3.173790853,637.957758,228.1410457,6944.642393,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
12/18/2016,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,6.25,97.01,63.16,21.51,73.67,7445.03,4497.65,3255.71,76,1727.13,79,1770.36,0,0,0,58.29,25.3,2.73012016,571.17448,200.5668653,6818.576601,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
12/25/2016,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,8.56,66.8,70.32,31.34,59.36,8288.9,4509.46,3624.74,74,1606.46,79,1779.78,0,0,0,55.99,10.48,2.610847637,470.4478854,192.4076367,6338.330183,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
01/01/2017,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,6.92,87.88,91.98,64.73,16.04,10841.68,4524.62,4741.07,74,1612.09,78,1804.04,0,0,0,59.19,44.09,3.097922628,572.6877776,207.4656555,7269.119859,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
01/08/2017,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,5.91,40.29,54.76,50.02,90.47,6455.08,4546.9,2822.8,75,1622.78,79,1797.59,0,0,0,62.02,58.66,2.510813611,619.5902003,237.2478694,7382.462512,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
01/15/2017,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,8.31,56.73,81.68,55.84,36.64,9627.45,4706.08,4210.08,78,1644.72,77,1712.71,0,0,0,69.43,60.64,3.204126378,526.0544216,239.0625009,7195.456597,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
01/22/2017,R1,Normal,India,United States,Rail,Consumer Goods,8746,19,4.81,19.19,83.76,44.75,32.48,9872.55,4507.72,4317.27,82,1813.41,75,1667.38,0,0,0,60.87,35.46,2.148708198,609.167996,230.2617084,6658.694299,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
01/29/2017,R1,Normal,India,United States,Rail,Consumer Goods,8746,19,2.58,56.49,92.27,34.61,15.46,10875.77,4469.39,4755.98,80,1767.92,74,1631.07,0,0,0,61.29,57.06,3.514577819,599.2345075,234.5019157,6939.55254,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
02/05/2017,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,6.75,94.74,83.05,49.65,33.89,9789.49,4527.87,4280.95,84,1876.13,76,1741.17,0,0,0,59.63,55.94,3.236298741,628.964575,230.3235657,6998.043605,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
02/12/2017,R1,Normal,India,United States,Rail,Consumer Goods,8746,19,0.88,60.88,68.26,4.97,63.47,8046.22,4272.15,3518.61,83,1863.37,75,1743.48,0,0,0,50.41,41.09,3.128014867,605.9790184,207.1703681,7179.638317,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
02/19/2017,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,9.27,93.84,66.34,89.27,67.32,7819.72,4581.88,3419.56,83,1949.08,74,1730.31,0,0,0,59.87,53.16,3.491345492,551.346553,228.6384509,7200.502147,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
02/26/2017,R1,Normal,India,United States,Rail,Consumer Goods,8746,19,3.05,6.75,84.95,50.12,30.1,10012.83,4463.96,4378.61,82,1923.95,72,1665.31,0,0,0,60.3,60.86,3.832737222,659.8285751,236.0081905,6779.74786,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
03/05/2017,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,10.75,86.7,54.38,84.34,91.24,6409.94,4798.13,2803.07,88,2086.11,73,1662.24,0,0,0,72.32,65.02,3.507185033,592.0735213,235.0858266,7024.598667,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
03/12/2017,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,7.89,71.05,76.11,74.18,47.78,8970.93,4541.84,3922.99,85,1986.35,76,1676.84,0,0,0,59.04,46.04,2.079562884,598.634773,243.7782674,7137.184121,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
03/19/2017,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,6.71,58.49,80.48,2.96,39.05,9485.84,4555.24,4148.16,82,1929.34,73,1627.96,0,0,0,61.51,47.76,2.360211517,553.336602,234.1660769,7436.746697,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
03/26/2017,R1,Normal,India,United States,Rail,Consumer Goods,8746,19,3.62,44.07,75.16,52.13,49.68,8859.12,4468.2,3874.09,79,1908.11,77,1690.42,0,0,0,59.83,45.37,2.687590711,577.8358874,227.0289642,7211.351962,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
04/02/2017,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,7.12,93.71,59.05,25.01,81.9,6960.31,4453.2,3043.74,84,2026.24,74,1653.36,0,0,0,54.16,47.09,3.013045525,555.7598643,241.4030048,7236.717006,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
04/09/2017,R1,Normal,India,United States,Rail,Consumer Goods,8746,19,3.92,0.87,61.16,1.34,77.69,7208.34,4562.47,3152.21,85,2054.73,74,1637.14,0,0,0,65.71,54.6,3.25882951,591.352697,219.4695748,7025.147988,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
04/16/2017,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,6.62,27.58,66.67,43.31,66.66,7858.19,4587.24,3436.39,84,2056.2,72,1536.06,0,0,0,63.76,55.85,2.637128093,685.585424,202.362507,7423.137744,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
04/23/2017,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,6.44,16.75,75.93,47.16,48.14,8950.02,4586.47,3913.84,82,2016.7,70,1489.33,0,0,0,63.96,46.68,3.093383382,531.4049429,216.7386607,7122.928839,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
04/30/2017,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,6.6,70.12,83.64,77.16,32.72,9858.88,4462.18,4311.29,83,2100.66,73,1552.84,0,0,0,55.45,16.52,2.622308534,519.3219301,205.1019471,6741.673627,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
05/07/2017,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,8.91,86.47,82.86,13.96,34.27,9767.02,4681.73,4271.12,83,2100.66,71,1465.17,0,0,0,67.01,59.3,2.694241099,673.5585164,206.4964345,7421.010991,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
05/14/2017,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,11.11,17.17,61.42,92.81,77.16,7239.31,4515.55,3165.75,87,2181.78,70,1433.58,0,0,0,52.99,33.64,2.296669452,589.5338161,217.1096266,7209.370982,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
05/21/2017,R1,Normal,India,United States,Rail,Consumer Goods,8746,19,4.92,17.48,58.22,46.26,83.56,6862.16,4540.89,3000.82,85,2117.61,70,1483.84,0,0,0,62.93,30.35,2.538383377,566.5463631,204.1516016,6867.086794,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
05/28/2017,R1,Delayed,India,United States,Rail,Consumer Goods,8746,19,8.99,64.38,66.74,61.04,66.52,7866.38,4742.45,3439.97,86,2139.98,73,1563.54,0,0,0,70.95,46.71,2.324157697,651.9952344,213.8407694,6856.15211,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,North America,North America,Low income,21.06,33.87,97.9,63955,250467210,USA
